state,year,quarter,stressor,pct_affected
Montana,2018,Q2,Pesticides,1.7
Montana,2018,Q2,Pests (Excl Varroa Mites),4.7
Montana,2018,Q2,Unknown Causes,1.2
Montana,2018,Q2,Varroa Mites,42.9
Montana,2018,Q3,Disease,18
Montana,2018,Q3,Other Causes,21.8
Montana,2018,Q3,Pesticides,6.8
Montana,2018,Q3,Pests (Excl Varroa Mites),18.5
Montana,2018,Q3,Unknown Causes,2.7
Montana,2018,Q3,Varroa Mites,43.8
Montana,2018,Q4,Disease,5.6
Montana,2018,Q4,Other Causes,2.9
Montana,2018,Q4,Pesticides,17.5
Montana,2018,Q4,Pests (Excl Varroa Mites),13
Montana,2018,Q4,Varroa Mites,40.7
Montana,2019,Q1,Disease,0
Montana,2019,Q1,Other Causes,0.8
Montana,2019,Q1,Pesticides,0.8
Montana,2019,Q1,Unknown Causes,1.1
Montana,2019,Q1,Varroa Mites,15.1
Montana,2019,Q3,Disease,10.6
Montana,2019,Q3,Other Causes,4.1
Montana,2019,Q3,Pesticides,6.1
Montana,2019,Q3,Pests (Excl Varroa Mites),10
Montana,2019,Q3,Unknown Causes,1
Montana,2019,Q3,Varroa Mites,28
Montana,2019,Q4,Other Causes,2.8
Montana,2019,Q4,Pesticides,0.8
Montana,2019,Q4,Pests (Excl Varroa Mites),1.8
Montana,2019,Q4,Unknown Causes,0.3
Montana,2019,Q4,Varroa Mites,15.7
Montana,2020,Q1,Disease,0
Montana,2020,Q1,Other Causes,0.5
Montana,2020,Q1,Pesticides,0
Montana,2020,Q1,Pests (Excl Varroa Mites),0
Montana,2020,Q1,Varroa Mites,4
Montana,2020,Q2,Disease,5.9
Montana,2020,Q2,Other Causes,4.6
Montana,2020,Q2,Pesticides,0
Montana,2020,Q2,Pests (Excl Varroa Mites),5.6
Montana,2020,Q2,Varroa Mites,12.1
Montana,2020,Q3,Disease,0.9
Montana,2020,Q3,Other Causes,8.6
Montana,2020,Q3,Pests (Excl Varroa Mites),2.1
Montana,2020,Q3,Unknown Causes,1.2
Montana,2020,Q3,Varroa Mites,36.6
Montana,2020,Q4,Disease,11.6
Montana,2020,Q4,Other Causes,4.4
Montana,2020,Q4,Pesticides,2.6
Montana,2020,Q4,Pests (Excl Varroa Mites),11.6
Montana,2020,Q4,Unknown Causes,6
Montana,2020,Q4,Varroa Mites,15.1
Montana,2021,Q1,Disease,0
Montana,2021,Q1,Pesticides,0
Montana,2021,Q1,Pests (Excl Varroa Mites),0
Montana,2021,Q1,Varroa Mites,15
Montana,2021,Q2,Disease,1.5
Montana,2021,Q2,Other Causes,5.2
Montana,2021,Q2,Pesticides,13.3
Montana,2021,Q2,Pests (Excl Varroa Mites),0
Montana,2021,Q2,Unknown Causes,3
Montana,2021,Q2,Varroa Mites,20.8
Montana,2021,Q3,Disease,1.2
Montana,2021,Q3,Other Causes,14.8
Montana,2021,Q3,Pests (Excl Varroa Mites),1.5
Montana,2021,Q3,Unknown Causes,0.5
Montana,2021,Q3,Varroa Mites,19.5
Montana,2021,Q4,Disease,3.1
Montana,2021,Q4,Other Causes,4.9
Montana,2021,Q4,Pesticides,0
Montana,2021,Q4,Pests (Excl Varroa Mites),2.9
Montana,2021,Q4,Varroa Mites,27.2
Montana,2022,Q1,Disease,0
Montana,2022,Q1,Pesticides,0
Montana,2022,Q1,Pests (Excl Varroa Mites),0
Montana,2022,Q1,Varroa Mites,0.5
Montana,2022,Q2,Disease,0
Montana,2022,Q2,Other Causes,8.7
Montana,2022,Q2,Pesticides,1.7
Montana,2022,Q2,Pests (Excl Varroa Mites),0
Montana,2022,Q2,Unknown Causes,0
Montana,2022,Q2,Varroa Mites,16.4
Montana,2022,Q3,Other Causes,7.5
Montana,2022,Q3,Pesticides,3
Montana,2022,Q3,Unknown Causes,0.7
Montana,2022,Q3,Varroa Mites,22.1
Montana,2022,Q4,Disease,1.3
Montana,2022,Q4,Other Causes,0.7
Montana,2022,Q4,Pesticides,7.3
Montana,2022,Q4,Pests (Excl Varroa Mites),8.8
Montana,2022,Q4,Unknown Causes,0
Montana,2022,Q4,Varroa Mites,27.8
Montana,2023,Q1,Disease,0
Montana,2023,Q1,Other Causes,0
Montana,2023,Q1,Pests (Excl Varroa Mites),0
Montana,2023,Q1,Varroa Mites,0.6
Montana,2023,Q2,Disease,2.1
Montana,2023,Q2,Other Causes,6.5
Montana,2023,Q2,Pesticides,2.9
Montana,2023,Q2,Varroa Mites,23.7
Montana,2023,Q3,Disease,2.8
Montana,2023,Q3,Other Causes,21.1
Montana,2023,Q3,Pesticides,1.1
Montana,2023,Q3,Varroa Mites,32.4
Montana,2023,Q4,Disease,2.8
Montana,2023,Q4,Other Causes,1.9
Montana,2023,Q4,Pesticides,6.9
Montana,2023,Q4,Pests (Excl Varroa Mites),0.5
Montana,2023,Q4,Unknown Causes,0.8
Montana,2023,Q4,Varroa Mites,22.5
Montana,2024,Q1,Disease,0
Montana,2024,Q1,Other Causes,0
Montana,2024,Q1,Pesticides,0
Montana,2024,Q1,Pests (Excl Varroa Mites),0
Montana,2024,Q2,Disease,1.4
Montana,2024,Q2,Pesticides,3.4
Montana,2024,Q2,Unknown Causes,0
Montana,2024,Q2,Varroa Mites,10.6
Montana,2024,Q3,Disease,3.4
Montana,2024,Q3,Other Causes,3.2
Montana,2024,Q3,Pesticides,6.8
Montana,2024,Q3,Pests (Excl Varroa Mites),0.6
Montana,2024,Q3,Unknown Causes,1
Montana,2024,Q3,Varroa Mites,35.6
Montana,2024,Q4,Disease,1.8
Montana,2024,Q4,Other Causes,9.8
Montana,2024,Q4,Pesticides,18.5
Montana,2024,Q4,Pests (Excl Varroa Mites),0
Montana,2024,Q4,Unknown Causes,0.7
Montana,2024,Q4,Varroa Mites,25.8
Montana,2025,Q1,Disease,0
Montana,2025,Q1,Pesticides,0.5
Montana,2025,Q1,Pests (Excl Varroa Mites),1.4
Montana,2025,Q1,Unknown Causes,0.6
Montana,2025,Q1,Varroa Mites,2.4
Montana,2025,Q2,Disease,8.8
Montana,2025,Q2,Other Causes,12.8
Montana,2025,Q2,Pests (Excl Varroa Mites),3.6
Montana,2025,Q2,Unknown Causes,0
Montana,2025,Q2,Varroa Mites,11
Nebraska,2015,Q1,Disease,0.1
Nebraska,2015,Q1,Other Causes,0.3
Nebraska,2015,Q1,Pesticides,0.5
Nebraska,2015,Q1,Pests (Excl Varroa Mites),0.1
Nebraska,2015,Q1,Unknown Causes,3
Nebraska,2015,Q1,Varroa Mites,5.9
Nebraska,2015,Q2,Disease,0
Nebraska,2015,Q2,Other Causes,2.1
Nebraska,2015,Q2,Pesticides,1.4
Nebraska,2015,Q2,Pests (Excl Varroa Mites),6.9
Nebraska,2015,Q2,Unknown Causes,1.5
Nebraska,2015,Q2,Varroa Mites,6.5
Nebraska,2015,Q3,Disease,10.9
Nebraska,2015,Q3,Other Causes,4.6
Nebraska,2015,Q3,Pesticides,13.2
Nebraska,2015,Q3,Pests (Excl Varroa Mites),10.3
Nebraska,2015,Q3,Unknown Causes,4.3
Nebraska,2015,Q3,Varroa Mites,33.2
Nebraska,2015,Q4,Disease,0.2
Nebraska,2015,Q4,Other Causes,0.4
Nebraska,2015,Q4,Pesticides,0.3
Nebraska,2015,Q4,Pests (Excl Varroa Mites),0
Nebraska,2015,Q4,Unknown Causes,1.7
Nebraska,2015,Q4,Varroa Mites,15.5
Nebraska,2016,Q1,Disease,0.1
Nebraska,2016,Q1,Other Causes,0.8
Nebraska,2016,Q1,Pesticides,0.2
Nebraska,2016,Q1,Pests (Excl Varroa Mites),0.4
Nebraska,2016,Q1,Unknown Causes,0.6
Nebraska,2016,Q1,Varroa Mites,1.8
Nebraska,2016,Q2,Disease,1
Nebraska,2016,Q2,Other Causes,1.1
Nebraska,2016,Q2,Pesticides,3.8
Nebraska,2016,Q2,Pests (Excl Varroa Mites),0.1
Nebraska,2016,Q2,Unknown Causes,3.5
Nebraska,2016,Q2,Varroa Mites,6.1
Nebraska,2016,Q3,Disease,0.1
Nebraska,2016,Q3,Other Causes,1.6
Nebraska,2016,Q3,Pesticides,10.2
Nebraska,2016,Q3,Pests (Excl Varroa Mites),1.6
Nebraska,2016,Q3,Unknown Causes,0.1
Nebraska,2016,Q3,Varroa Mites,20.4
Nebraska,2016,Q4,Disease,0.2
Nebraska,2016,Q4,Other Causes,0.4
Nebraska,2016,Q4,Pesticides,1.2
Nebraska,2016,Q4,Pests (Excl Varroa Mites),1.4
Nebraska,2016,Q4,Unknown Causes,1.5
Nebraska,2016,Q4,Varroa Mites,10.5
Nebraska,2017,Q1,Disease,0.4
Nebraska,2017,Q1,Other Causes,2.1
Nebraska,2017,Q1,Pesticides,0
Nebraska,2017,Q1,Pests (Excl Varroa Mites),0.3
Nebraska,2017,Q1,Unknown Causes,1.2
Nebraska,2017,Q1,Varroa Mites,14.8
Nebraska,2017,Q2,Disease,1
Nebraska,2017,Q2,Other Causes,16
Nebraska,2017,Q2,Pesticides,37.6
Nebraska,2017,Q2,Pests (Excl Varroa Mites),38.4
Nebraska,2017,Q2,Unknown Causes,0.8
Nebraska,2017,Q2,Varroa Mites,50.1
Nebraska,2017,Q3,Disease,0.4
Nebraska,2017,Q3,Other Causes,9.2
Nebraska,2017,Q3,Pesticides,7.1
Nebraska,2017,Q3,Pests (Excl Varroa Mites),6.6
Nebraska,2017,Q3,Unknown Causes,0.2
Nebraska,2017,Q3,Varroa Mites,15.1
Nebraska,2017,Q4,Disease,4.1
Nebraska,2017,Q4,Other Causes,4.3
Nebraska,2017,Q4,Pesticides,2.1
Nebraska,2017,Q4,Pests (Excl Varroa Mites),3.3
Nebraska,2017,Q4,Unknown Causes,11.5
Nebraska,2017,Q4,Varroa Mites,26.6
Nebraska,2018,Q1,Disease,0
Nebraska,2018,Q1,Other Causes,1.7
Nebraska,2018,Q1,Pesticides,2.8
Nebraska,2018,Q1,Pests (Excl Varroa Mites),1.6
Nebraska,2018,Q1,Unknown Causes,0.9
Nebraska,2018,Q1,Varroa Mites,4.5
Nebraska,2018,Q2,Disease,1.4
Nebraska,2018,Q2,Other Causes,9
Nebraska,2018,Q2,Pesticides,4.2
Nebraska,2018,Q2,Pests (Excl Varroa Mites),1.4
Nebraska,2018,Q2,Unknown Causes,5.5
Nebraska,2018,Q2,Varroa Mites,5
Nebraska,2018,Q3,Disease,5.9
Nebraska,2018,Q3,Other Causes,4.3
Nebraska,2018,Q3,Pesticides,6.5
Nebraska,2018,Q3,Pests (Excl Varroa Mites),3.2
Nebraska,2018,Q3,Unknown Causes,4
Nebraska,2018,Q3,Varroa Mites,24.1
Nebraska,2018,Q4,Disease,0.7
Nebraska,2018,Q4,Other Causes,2.9
Nebraska,2018,Q4,Pesticides,0.3
Nebraska,2018,Q4,Pests (Excl Varroa Mites),0.7
Nebraska,2018,Q4,Unknown Causes,1
Nebraska,2018,Q4,Varroa Mites,3
Nebraska,2019,Q1,Disease,32
Nebraska,2019,Q1,Other Causes,2.2
Nebraska,2019,Q1,Pesticides,0.8
Nebraska,2019,Q1,Pests (Excl Varroa Mites),1.3
Nebraska,2019,Q1,Unknown Causes,0.1
Nebraska,2019,Q1,Varroa Mites,32.3
Nebraska,2019,Q3,Disease,1.8
Nebraska,2019,Q3,Other Causes,7.2
Nebraska,2019,Q3,Pesticides,2.8
Nebraska,2019,Q3,Pests (Excl Varroa Mites),2.7
Nebraska,2019,Q3,Unknown Causes,1.9
Nebraska,2019,Q3,Varroa Mites,29.2
Nebraska,2019,Q4,Disease,0
Nebraska,2019,Q4,Other Causes,2.8
Nebraska,2019,Q4,Pesticides,3.5
Nebraska,2019,Q4,Pests (Excl Varroa Mites),1
Nebraska,2019,Q4,Unknown Causes,6.4
Nebraska,2019,Q4,Varroa Mites,5.8
Nebraska,2020,Q1,Pesticides,0
Nebraska,2020,Q1,Unknown Causes,0.8
Nebraska,2020,Q1,Varroa Mites,2.2
Nebraska,2020,Q2,Disease,4.8
Nebraska,2020,Q2,Pesticides,12.2
Nebraska,2020,Q2,Pests (Excl Varroa Mites),1.1
Nebraska,2020,Q2,Unknown Causes,2.7
Nebraska,2020,Q2,Varroa Mites,17.5
Nebraska,2020,Q3,Disease,3.3
Nebraska,2020,Q3,Other Causes,21.4
Nebraska,2020,Q3,Pesticides,19.8
Nebraska,2020,Q3,Pests (Excl Varroa Mites),0.8
Nebraska,2020,Q3,Varroa Mites,23.4
Nebraska,2020,Q4,Disease,0.5
Nebraska,2020,Q4,Other Causes,1.4
Nebraska,2020,Q4,Unknown Causes,6.3
Nebraska,2020,Q4,Varroa Mites,3.6
Nebraska,2021,Q1,Other Causes,1.7
Nebraska,2021,Q1,Pesticides,1.5
Nebraska,2021,Q1,Unknown Causes,0.7
Nebraska,2021,Q1,Varroa Mites,11
Nebraska,2021,Q2,Other Causes,3.2
Nebraska,2021,Q2,Pesticides,7.4
Nebraska,2021,Q2,Unknown Causes,1.3
Nebraska,2021,Q2,Varroa Mites,17.3
Nebraska,2021,Q3,Other Causes,3.2
Nebraska,2021,Q3,Pesticides,1.8
Nebraska,2021,Q3,Unknown Causes,1.8
Nebraska,2021,Q3,Varroa Mites,13.7
Nebraska,2021,Q4,Disease,2.8
Nebraska,2021,Q4,Other Causes,1.8
Nebraska,2021,Q4,Pesticides,4.2
Nebraska,2021,Q4,Pests (Excl Varroa Mites),1.5
Nebraska,2021,Q4,Varroa Mites,28
Nebraska,2022,Q1,Disease,0.7
Nebraska,2022,Q1,Pesticides,0
Nebraska,2022,Q1,Pests (Excl Varroa Mites),0
Nebraska,2022,Q1,Unknown Causes,2.3
Nebraska,2022,Q1,Varroa Mites,3.2
Nebraska,2022,Q2,Disease,0.7
Nebraska,2022,Q2,Other Causes,0.7
Nebraska,2022,Q2,Pesticides,0
Nebraska,2022,Q2,Pests (Excl Varroa Mites),21.9
Nebraska,2022,Q2,Varroa Mites,26.4
Nebraska,2022,Q3,Disease,3.8
Nebraska,2022,Q3,Other Causes,7.5
Nebraska,2022,Q3,Pesticides,1.7
Nebraska,2022,Q3,Varroa Mites,18.3
Nebraska,2022,Q4,Disease,10.9
Nebraska,2022,Q4,Other Causes,0
Nebraska,2022,Q4,Pests (Excl Varroa Mites),12.9
Nebraska,2022,Q4,Unknown Causes,7.4
Nebraska,2022,Q4,Varroa Mites,31.4
Nebraska,2023,Q1,Other Causes,4.3
Nebraska,2023,Q1,Pesticides,0
Nebraska,2023,Q1,Varroa Mites,20.2
Nebraska,2023,Q2,Disease,0.6
Nebraska,2023,Q2,Other Causes,0.6
Nebraska,2023,Q2,Pesticides,0.5
Nebraska,2023,Q2,Pests (Excl Varroa Mites),4.8
Nebraska,2023,Q2,Unknown Causes,3.7
Nebraska,2023,Q2,Varroa Mites,27.4
Nebraska,2023,Q3,Disease,0
Nebraska,2023,Q3,Other Causes,1.2
Nebraska,2023,Q3,Pesticides,2
Nebraska,2023,Q3,Unknown Causes,4.2
Nebraska,2023,Q3,Varroa Mites,19.7
Nebraska,2023,Q4,Disease,0.5
Nebraska,2023,Q4,Other Causes,7.9
Nebraska,2023,Q4,Pesticides,0.6
Nebraska,2023,Q4,Unknown Causes,1.6
Nebraska,2023,Q4,Varroa Mites,15.6
Nebraska,2024,Q1,Disease,0
Nebraska,2024,Q1,Pesticides,0
Nebraska,2024,Q1,Pests (Excl Varroa Mites),0
Nebraska,2024,Q1,Unknown Causes,0.8
Nebraska,2024,Q1,Varroa Mites,14.8
Nebraska,2024,Q2,Disease,0.7
Nebraska,2024,Q2,Other Causes,0.7
Nebraska,2024,Q2,Pests (Excl Varroa Mites),1.1
Nebraska,2024,Q2,Unknown Causes,3.5
Nebraska,2024,Q2,Varroa Mites,5.9
New Jersey,2015,Q1,Disease,30.4
New Jersey,2015,Q1,Other Causes,19.5
New Jersey,2015,Q1,Pesticides,11.1
New Jersey,2015,Q1,Pests (Excl Varroa Mites),13.2
New Jersey,2015,Q1,Unknown Causes,16.7
New Jersey,2015,Q1,Varroa Mites,40.1
New Jersey,2015,Q2,Disease,0.3
New Jersey,2015,Q2,Other Causes,1
New Jersey,2015,Q2,Pesticides,26.1
New Jersey,2015,Q2,Pests (Excl Varroa Mites),3.6
New Jersey,2015,Q2,Unknown Causes,2.4
New Jersey,2015,Q2,Varroa Mites,52.5
New Jersey,2015,Q3,Disease,0.1
New Jersey,2015,Q3,Other Causes,1.1
New Jersey,2015,Q3,Pesticides,0
New Jersey,2015,Q3,Pests (Excl Varroa Mites),1
New Jersey,2015,Q3,Unknown Causes,0.7
New Jersey,2015,Q3,Varroa Mites,7.2
New Jersey,2015,Q4,Disease,0
New Jersey,2015,Q4,Other Causes,0.4
New Jersey,2015,Q4,Pesticides,0.4
New Jersey,2015,Q4,Pests (Excl Varroa Mites),2.2
New Jersey,2015,Q4,Unknown Causes,1.2
New Jersey,2015,Q4,Varroa Mites,7.7
New Jersey,2016,Q1,Disease,0.2
New Jersey,2016,Q1,Other Causes,1.7
New Jersey,2016,Q1,Pesticides,0.6
New Jersey,2016,Q1,Pests (Excl Varroa Mites),1.1
New Jersey,2016,Q1,Unknown Causes,12
New Jersey,2016,Q1,Varroa Mites,8
New Jersey,2016,Q2,Disease,0.2
New Jersey,2016,Q2,Other Causes,0.2
New Jersey,2016,Q2,Pesticides,0
New Jersey,2016,Q2,Pests (Excl Varroa Mites),0.9
New Jersey,2016,Q2,Unknown Causes,0.3
New Jersey,2016,Q2,Varroa Mites,11.9
New Jersey,2016,Q3,Disease,1.2
New Jersey,2016,Q3,Other Causes,1.3
New Jersey,2016,Q3,Pesticides,8.5
New Jersey,2016,Q3,Pests (Excl Varroa Mites),7.1
New Jersey,2016,Q3,Unknown Causes,0.3
New Jersey,2016,Q3,Varroa Mites,20.2
New Jersey,2016,Q4,Disease,0.4
New Jersey,2016,Q4,Other Causes,3.4
New Jersey,2016,Q4,Pesticides,1.9
New Jersey,2016,Q4,Pests (Excl Varroa Mites),11.3
New Jersey,2016,Q4,Unknown Causes,8.6
New Jersey,2016,Q4,Varroa Mites,28.6
New Jersey,2017,Q1,Disease,0.3
New Jersey,2017,Q1,Other Causes,0.8
New Jersey,2017,Q1,Pesticides,0.1
New Jersey,2017,Q1,Pests (Excl Varroa Mites),0.7
New Jersey,2017,Q1,Unknown Causes,0.6
New Jersey,2017,Q1,Varroa Mites,16.3
New Jersey,2017,Q2,Disease,2.3
New Jersey,2017,Q2,Other Causes,0.3
New Jersey,2017,Q2,Pesticides,1.9
New Jersey,2017,Q2,Pests (Excl Varroa Mites),5.6
New Jersey,2017,Q2,Unknown Causes,0.8
New Jersey,2017,Q2,Varroa Mites,21.4
New Jersey,2017,Q3,Disease,0
New Jersey,2017,Q3,Other Causes,0.4
New Jersey,2017,Q3,Pesticides,0.8
New Jersey,2017,Q3,Pests (Excl Varroa Mites),2.9
New Jersey,2017,Q3,Unknown Causes,1.9
New Jersey,2017,Q3,Varroa Mites,10.7
New Jersey,2017,Q4,Disease,4.4
New Jersey,2017,Q4,Other Causes,3.3
New Jersey,2017,Q4,Pesticides,4.4
New Jersey,2017,Q4,Pests (Excl Varroa Mites),6.8
New Jersey,2017,Q4,Unknown Causes,0
New Jersey,2017,Q4,Varroa Mites,18.9
New Jersey,2018,Q1,Disease,0
New Jersey,2018,Q1,Other Causes,3.8
New Jersey,2018,Q1,Pesticides,0.4
New Jersey,2018,Q1,Pests (Excl Varroa Mites),1.9
New Jersey,2018,Q1,Unknown Causes,0.8
New Jersey,2018,Q1,Varroa Mites,14.9
New Jersey,2018,Q2,Other Causes,3.4
New Jersey,2018,Q2,Pesticides,0.1
New Jersey,2018,Q2,Pests (Excl Varroa Mites),3.3
New Jersey,2018,Q2,Unknown Causes,0.1
New Jersey,2018,Q2,Varroa Mites,16.5
New Jersey,2018,Q3,Disease,0.2
New Jersey,2018,Q3,Other Causes,1
New Jersey,2018,Q3,Pesticides,0.1
New Jersey,2018,Q3,Pests (Excl Varroa Mites),5.1
New Jersey,2018,Q3,Unknown Causes,0.4
New Jersey,2018,Q3,Varroa Mites,12.3
New Jersey,2018,Q4,Disease,0.1
New Jersey,2018,Q4,Other Causes,5.4
New Jersey,2018,Q4,Pesticides,0
New Jersey,2018,Q4,Pests (Excl Varroa Mites),3.2
New Jersey,2018,Q4,Unknown Causes,0.3
New Jersey,2018,Q4,Varroa Mites,14
New Jersey,2019,Q1,Disease,0
New Jersey,2019,Q1,Other Causes,3.5
New Jersey,2019,Q1,Pesticides,0
New Jersey,2019,Q1,Pests (Excl Varroa Mites),4.4
New Jersey,2019,Q1,Unknown Causes,0.6
New Jersey,2019,Q1,Varroa Mites,15.3
New Jersey,2019,Q3,Disease,0.3
New Jersey,2019,Q3,Other Causes,0.5
New Jersey,2019,Q3,Pesticides,0.2
New Jersey,2019,Q3,Pests (Excl Varroa Mites),2.3
New Jersey,2019,Q3,Unknown Causes,0.1
New Jersey,2019,Q3,Varroa Mites,26.1
New Jersey,2019,Q4,Disease,0
New Jersey,2019,Q4,Other Causes,1.3
New Jersey,2019,Q4,Pesticides,0
New Jersey,2019,Q4,Pests (Excl Varroa Mites),0.9
New Jersey,2019,Q4,Unknown Causes,0.5
New Jersey,2019,Q4,Varroa Mites,2.5
New Jersey,2020,Q1,Disease,0.5
New Jersey,2020,Q1,Other Causes,3.2
New Jersey,2020,Q1,Pests (Excl Varroa Mites),2.9
New Jersey,2020,Q1,Unknown Causes,2.3
New Jersey,2020,Q1,Varroa Mites,9.4
New Jersey,2020,Q2,Disease,21.5
New Jersey,2020,Q2,Other Causes,21.7
New Jersey,2020,Q2,Pests (Excl Varroa Mites),0.8
New Jersey,2020,Q2,Varroa Mites,15.4
New Jersey,2020,Q3,Disease,0
New Jersey,2020,Q3,Pesticides,16.3
New Jersey,2020,Q3,Pests (Excl Varroa Mites),5.6
New Jersey,2020,Q3,Varroa Mites,21.7
New Jersey,2020,Q4,Disease,0.5
New Jersey,2020,Q4,Other Causes,0.2
New Jersey,2020,Q4,Pesticides,0.6
New Jersey,2020,Q4,Pests (Excl Varroa Mites),2.1
New Jersey,2020,Q4,Unknown Causes,0.7
New Jersey,2020,Q4,Varroa Mites,6.8
New Jersey,2021,Q1,Disease,1
New Jersey,2021,Q1,Other Causes,1.2
New Jersey,2021,Q1,Pesticides,1.3
New Jersey,2021,Q1,Pests (Excl Varroa Mites),1.5
New Jersey,2021,Q1,Unknown Causes,0.8
New Jersey,2021,Q1,Varroa Mites,18.7
New Jersey,2021,Q2,Disease,0
New Jersey,2021,Q2,Other Causes,1.8
New Jersey,2021,Q2,Pesticides,2.6
New Jersey,2021,Q2,Pests (Excl Varroa Mites),5.5
New Jersey,2021,Q2,Unknown Causes,1.3
New Jersey,2021,Q2,Varroa Mites,11.8
New Jersey,2021,Q3,Other Causes,0.7
New Jersey,2021,Q3,Pesticides,1.8
New Jersey,2021,Q3,Pests (Excl Varroa Mites),4.9
New Jersey,2021,Q3,Unknown Causes,1.9
New Jersey,2021,Q3,Varroa Mites,10.7
New Jersey,2021,Q4,Pesticides,0
New Jersey,2021,Q4,Pests (Excl Varroa Mites),5.9
New Jersey,2021,Q4,Varroa Mites,8.6
New Jersey,2022,Q1,Other Causes,0.6
New Jersey,2022,Q1,Pesticides,0
New Jersey,2022,Q1,Pests (Excl Varroa Mites),3.9
New Jersey,2022,Q1,Unknown Causes,1.8
New Jersey,2022,Q1,Varroa Mites,13.3
New Jersey,2022,Q2,Disease,0.7
New Jersey,2022,Q2,Pesticides,0.6
New Jersey,2022,Q2,Pests (Excl Varroa Mites),0.8
New Jersey,2022,Q2,Unknown Causes,0
New Jersey,2022,Q2,Varroa Mites,7
New Jersey,2022,Q3,Other Causes,0.7
New Jersey,2022,Q3,Pests (Excl Varroa Mites),10.1
New Jersey,2022,Q3,Unknown Causes,7.7
New Jersey,2022,Q3,Varroa Mites,15.4
New Jersey,2022,Q4,Other Causes,0.5
New Jersey,2022,Q4,Pests (Excl Varroa Mites),6.1
New Jersey,2022,Q4,Unknown Causes,4.1
New Jersey,2022,Q4,Varroa Mites,15
New Jersey,2023,Q1,Other Causes,1.7
New Jersey,2023,Q1,Pesticides,0
New Jersey,2023,Q1,Pests (Excl Varroa Mites),6.7
New Jersey,2023,Q1,Unknown Causes,3.8
New Jersey,2023,Q1,Varroa Mites,20
New Jersey,2023,Q2,Disease,0.6
New Jersey,2023,Q2,Other Causes,1.6
New Jersey,2023,Q2,Pests (Excl Varroa Mites),2.6
New Jersey,2023,Q2,Unknown Causes,0.9
New Jersey,2023,Q2,Varroa Mites,14.4
New Jersey,2023,Q3,Other Causes,0.7
New Jersey,2023,Q3,Pesticides,0
New Jersey,2023,Q3,Pests (Excl Varroa Mites),2.2
New Jersey,2023,Q3,Unknown Causes,1.1
New Jersey,2023,Q3,Varroa Mites,14.1
New Jersey,2023,Q4,Pesticides,2.4
New Jersey,2023,Q4,Pests (Excl Varroa Mites),2.8
New Jersey,2023,Q4,Unknown Causes,1.2
New Jersey,2023,Q4,Varroa Mites,12.5
New Jersey,2024,Q1,Disease,0
New Jersey,2024,Q1,Other Causes,1.7
New Jersey,2024,Q1,Pesticides,0
New Jersey,2024,Q1,Pests (Excl Varroa Mites),3.2
New Jersey,2024,Q1,Unknown Causes,4.1
New Jersey,2024,Q1,Varroa Mites,20.7
New Jersey,2024,Q2,Disease,1.5
New Jersey,2024,Q2,Other Causes,0.9
New Jersey,2024,Q2,Pesticides,1
New Jersey,2024,Q2,Pests (Excl Varroa Mites),3
New Jersey,2024,Q2,Unknown Causes,0.7
New Jersey,2024,Q2,Varroa Mites,16.6
New Mexico,2015,Q1,Disease,0
New Mexico,2015,Q1,Other Causes,1.3
New Mexico,2015,Q1,Pesticides,0.2
New Mexico,2015,Q1,Pests (Excl Varroa Mites),0.1
New Mexico,2015,Q1,Unknown Causes,0.4
New Mexico,2015,Q1,Varroa Mites,17.1
New Mexico,2015,Q2,Disease,15.5
New Mexico,2015,Q2,Other Causes,0.4
New Mexico,2015,Q2,Pesticides,5.9
New Mexico,2015,Q2,Pests (Excl Varroa Mites),0
New Mexico,2015,Q2,Unknown Causes,2.7
New Mexico,2015,Q2,Varroa Mites,38.8
New Mexico,2015,Q3,Disease,55
New Mexico,2015,Q3,Other Causes,55.5
New Mexico,2015,Q3,Pesticides,58
New Mexico,2015,Q3,Pests (Excl Varroa Mites),55
New Mexico,2015,Q3,Unknown Causes,0.7
New Mexico,2015,Q3,Varroa Mites,61.2
New Mexico,2015,Q4,Disease,0.2
New Mexico,2015,Q4,Other Causes,0.6
New Mexico,2015,Q4,Pesticides,8.4
New Mexico,2015,Q4,Pests (Excl Varroa Mites),0.3
New Mexico,2015,Q4,Unknown Causes,1.7
New Mexico,2015,Q4,Varroa Mites,30.9
New Mexico,2016,Q1,Disease,31.5
New Mexico,2016,Q1,Other Causes,1.5
New Mexico,2016,Q1,Pesticides,0
New Mexico,2016,Q1,Pests (Excl Varroa Mites),0.4
New Mexico,2016,Q1,Unknown Causes,0.3
New Mexico,2016,Q1,Varroa Mites,69
New Mexico,2016,Q2,Disease,12.1
New Mexico,2016,Q2,Other Causes,8.2
New Mexico,2016,Q2,Pesticides,2.5
New Mexico,2016,Q2,Pests (Excl Varroa Mites),0.3
New Mexico,2016,Q2,Unknown Causes,0
New Mexico,2016,Q2,Varroa Mites,59.1
New Mexico,2016,Q3,Disease,55.2
New Mexico,2016,Q3,Other Causes,1.7
New Mexico,2016,Q3,Pesticides,24.1
New Mexico,2016,Q3,Pests (Excl Varroa Mites),55.4
New Mexico,2016,Q3,Unknown Causes,0.7
New Mexico,2016,Q3,Varroa Mites,59.5
New Mexico,2016,Q4,Disease,7.2
New Mexico,2016,Q4,Other Causes,0.8
New Mexico,2016,Q4,Pesticides,0
